label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
C,0.000000,0.000000,0.000000,0.013490,-0.346355,0.137677,0.080848,-0.636117,0.182937,0.100766,-0.860351,0.186754,0.094080,-1.044643,0.180291,0.383501,-0.881518,0.174372,0.180414,-1.288514,0.158718,-0.007307,-1.343466,0.117691,-0.152885,-1.296223,0.095101,0.389411,-0.916690,0.089656,0.144957,-1.359314,0.094654,-0.048640,-1.363456,0.062445,-0.203432,-1.278596,0.037664,0.337524,-0.942052,0.009490,0.098875,-1.372132,0.013637,-0.091932,-1.341900,-0.006718,-0.224810,-1.254004,-0.025177,0.237366,-0.980810,-0.061408,0.042128,-1.303874,-0.059241,-0.085006,-1.284939,-0.055164,-0.184432,-1.216498,-0.050505
C,0.000000,0.000000,0.000000,0.003977,-0.341398,0.157135,0.066681,-0.627647,0.214298,0.086873,-0.845503,0.227533,0.083384,-1.022765,0.230002,0.376232,-0.882316,0.194985,0.173571,-1.288543,0.191704,-0.014028,-1.335024,0.157374,-0.156583,-1.283989,0.137809,0.384497,-0.917175,0.104651,0.142402,-1.363189,0.124787,-0.048507,-1.369151,0.097188,-0.200592,-1.283172,0.072255,0.332602,-0.939292,0.020708,0.097595,-1.379720,0.038934,-0.091120,-1.355021,0.021536,-0.221442,-1.271011,0.000976,0.231837,-0.977267,-0.052492,0.040098,-1.308817,-0.039563,-0.087631,-1.296509,-0.032189,-0.186050,-1.234373,-0.028007
C,0.000000,0.000000,0.000000,0.019167,-0.344220,0.145872,0.086967,-0.628017,0.195387,0.111274,-0.844582,0.202730,0.107493,-1.020098,0.199646,0.381215,-0.880428,0.179369,0.173912,-1.283436,0.168532,-0.013517,-1.329234,0.129789,-0.154737,-1.276942,0.107925,0.387203,-0.917353,0.092394,0.140411,-1.355297,0.103650,-0.050005,-1.354376,0.073672,-0.201160,-1.268104,0.049170,0.335196,-0.941199,0.011170,0.096841,-1.371251,0.022664,-0.091233,-1.340712,0.004943,-0.220872,-1.255567,-0.013684,0.235659,-0.975832,-0.060282,0.043012,-1.299383,-0.052819,-0.082009,-1.283867,-0.046698,-0.178728,-1.222004,-0.041557
L,0.000000,0.000000,0.000000,0.200977,-0.170560,-0.060373,0.350011,-0.416168,-0.100056,0.538674,-0.588326,-0.125533,0.694189,-0.632070,-0.147691,0.233112,-0.919008,-0.111622,0.298493,-1.390431,-0.128807,0.323483,-1.675561,-0.140659,0.337777,-1.897978,-0.147439,0.103588,-0.992281,-0.068173,0.224327,-1.156701,-0.046691,0.264950,-1.033533,-0.008588,0.265099,-0.887234,0.011532,0.008558,-0.952055,-0.022442,0.127796,-1.067330,-0.003894,0.162343,-0.955445,0.024014,0.153785,-0.817396,0.036812,-0.053947,-0.897169,0.019257,0.051116,-0.982589,0.045851,0.086322,-0.890582,0.077912,0.087569,-0.779366,0.100391
L,0.000000,0.000000,0.000000,0.203284,-0.176731,-0.059100,0.350693,-0.428433,-0.096800,0.533013,-0.600319,-0.119469,0.684150,-0.646907,-0.138864,0.226129,-0.925945,-0.114700,0.297735,-1.395370,-0.128417,0.323985,-1.679513,-0.138056,0.337680,-1.901048,-0.144583,0.092004,-0.993174,-0.071707,0.217718,-1.162000,-0.049660,0.261781,-1.038613,-0.013112,0.262406,-0.892054,0.004629,-0.003516,-0.949515,-0.025485,0.119746,-1.077788,-0.004331,0.156474,-0.966612,0.024295,0.148183,-0.826171,0.035618,-0.064667,-0.892253,0.016758,0.043074,-0.996742,0.042800,0.079886,-0.907472,0.073774,0.080933,-0.792687,0.094707
L,0.000000,0.000000,0.000000,0.207457,-0.172150,-0.046485,0.357588,-0.419182,-0.080822,0.540134,-0.594113,-0.104364,0.692486,-0.634385,-0.126296,0.236126,-0.917639,-0.099357,0.300546,-1.391661,-0.115073,0.325279,-1.677952,-0.127044,0.340927,-1.899166,-0.134650,0.099160,-0.993083,-0.062877,0.216798,-1.148403,-0.039505,0.255108,-1.019489,-0.000399,0.253820,-0.872355,0.019513,-0.001619,-0.950139,-0.023174,0.113616,-1.055556,-0.000410,0.146501,-0.940495,0.031424,0.136621,-0.797831,0.045233,-0.070467,-0.889662,0.013217,0.031228,-0.974660,0.042267,0.064479,-0.879593,0.077545,0.064083,-0.764402,0.101907
L,0.000000,0.000000,0.000000,0.205790,-0.176903,-0.051307,0.353395,-0.431959,-0.088531,0.539291,-0.609542,-0.115203,0.693773,-0.651372,-0.139994,0.232141,-0.920063,-0.103392,0.299821,-1.390648,-0.123672,0.328263,-1.676154,-0.138908,0.344795,-1.901134,-0.149152,0.095296,-0.993079,-0.068648,0.211575,-1.147934,-0.055934,0.246452,-1.015945,-0.022187,0.240597,-0.867292,-0.004106,-0.006179,-0.951801,-0.031278,0.109913,-1.060167,-0.017517,0.140183,-0.945403,0.012721,0.127326,-0.803020,0.027504,-0.074692,-0.892342,0.002224,0.028193,-0.976232,0.026201,0.057845,-0.878985,0.060683,0.053776,-0.762146,0.085406
L,0.000000,0.000000,0.000000,0.208083,-0.172251,-0.054029,0.356943,-0.424686,-0.091963,0.538200,-0.612683,-0.117551,0.691919,-0.651298,-0.140963,0.232946,-0.919928,-0.112238,0.301576,-1.402920,-0.132914,0.328107,-1.692594,-0.147229,0.344306,-1.918111,-0.156550,0.095226,-0.992731,-0.073604,0.215512,-1.163765,-0.057079,0.255625,-1.037477,-0.020821,0.253982,-0.890392,-0.002477,-0.004655,-0.951480,-0.031853,0.113697,-1.071398,-0.014373,0.148635,-0.960400,0.016812,0.138308,-0.816506,0.030859,-0.072490,-0.893215,0.006022,0.031301,-0.992367,0.030812,0.066696,-0.902529,0.064464,0.066729,-0.785723,0.088092
L,0.000000,0.000000,0.000000,0.200926,-0.178473,-0.051250,0.345026,-0.430211,-0.087735,0.530180,-0.602851,-0.112609,0.684299,-0.639948,-0.135694,0.224951,-0.920573,-0.104182,0.291856,-1.381997,-0.118334,0.318473,-1.661314,-0.130326,0.333217,-1.884646,-0.139628,0.088636,-0.993772,-0.067528,0.205155,-1.142384,-0.045315,0.240509,-1.008835,-0.008923,0.234845,-0.865072,0.008284,-0.011580,-0.948320,-0.027604,0.102168,-1.053954,-0.005734,0.133451,-0.935328,0.025025,0.120593,-0.794808,0.037542,-0.079562,-0.884501,0.008537,0.019892,-0.972471,0.036818,0.050007,-0.872742,0.071373,0.044811,-0.754831,0.094683
L,0.000000,0.000000,0.000000,0.204800,-0.177069,-0.046761,0.345941,-0.437340,-0.080797,0.525863,-0.618602,-0.104062,0.678400,-0.646242,-0.125279,0.226743,-0.923405,-0.102570,0.293927,-1.395081,-0.115485,0.319329,-1.675801,-0.124546,0.332859,-1.896047,-0.131699,0.087872,-0.993748,-0.068873,0.206960,-1.150499,-0.047962,0.246693,-1.021580,-0.010732,0.245046,-0.876080,0.007756,-0.013807,-0.947186,-0.031309,0.104095,-1.058836,-0.010217,0.138585,-0.946912,0.020850,0.128166,-0.805157,0.033786,-0.081782,-0.881640,0.002761,0.023444,-0.974154,0.030289,0.058147,-0.881744,0.064457,0.056516,-0.764681,0.087671
L,0.000000,0.000000,0.000000,0.203212,-0.177989,-0.047565,0.347877,-0.428501,-0.084398,0.533355,-0.600844,-0.111286,0.687313,-0.629260,-0.136924,0.227809,-0.921322,-0.099710,0.291820,-1.391700,-0.112166,0.317842,-1.672916,-0.122194,0.333212,-1.896022,-0.129809,0.087580,-0.994008,-0.065402,0.204546,-1.143708,-0.043527,0.240020,-1.011761,-0.007491,0.235853,-0.862489,0.010610,-0.016082,-0.949640,-0.027357,0.098635,-1.050093,-0.003889,0.129117,-0.931787,0.026503,0.116960,-0.786446,0.039128,-0.085621,-0.885723,0.006994,0.015354,-0.965675,0.039413,0.044043,-0.865092,0.075454,0.038148,-0.744380,0.099694
L,0.000000,0.000000,0.000000,0.203199,-0.179267,-0.051112,0.347993,-0.431670,-0.090125,0.533157,-0.606748,-0.118224,0.687528,-0.633772,-0.144670,0.227859,-0.920717,-0.111152,0.293983,-1.394883,-0.127414,0.321630,-1.676553,-0.138193,0.338143,-1.897895,-0.146072,0.086194,-0.993307,-0.076889,0.206784,-1.140771,-0.059653,0.242312,-1.006016,-0.023266,0.238048,-0.857419,-0.004884,-0.017249,-0.948126,-0.038946,0.101206,-1.050958,-0.019729,0.131995,-0.932594,0.011607,0.119913,-0.787510,0.024980,-0.085714,-0.883386,-0.004927,0.015583,-0.967024,0.024024,0.044872,-0.866807,0.059809,0.039083,-0.745526,0.083906
L,0.000000,0.000000,0.000000,0.203414,-0.177160,-0.046870,0.345980,-0.432049,-0.080023,0.527104,-0.602602,-0.102771,0.677303,-0.631576,-0.124614,0.225171,-0.925202,-0.096392,0.290648,-1.389461,-0.104307,0.318690,-1.663165,-0.112143,0.336094,-1.882502,-0.119213,0.084208,-0.994535,-0.061723,0.200072,-1.131746,-0.037543,0.232537,-0.992203,-0.002605,0.225980,-0.846388,0.014003,-0.019421,-0.945965,-0.023039,0.093155,-1.036492,0.002620,0.123166,-0.916157,0.032086,0.110843,-0.775637,0.043130,-0.089996,-0.878432,0.012014,0.009164,-0.950777,0.043807,0.039896,-0.849168,0.078594,0.037056,-0.729428,0.101929
L,0.000000,0.000000,0.000000,0.199321,-0.179316,-0.052394,0.346394,-0.435211,-0.088665,0.530524,-0.610280,-0.115111,0.682957,-0.636302,-0.140458,0.220307,-0.930192,-0.088702,0.283981,-1.397696,-0.097919,0.312298,-1.678678,-0.108458,0.331554,-1.898706,-0.116912,0.079587,-0.995436,-0.052662,0.189609,-1.138872,-0.034218,0.222505,-1.005272,-0.004347,0.217878,-0.858640,0.011260,-0.023241,-0.951369,-0.013842,0.083583,-1.055699,0.006512,0.115476,-0.931641,0.033992,0.105837,-0.787827,0.046474,-0.093544,-0.891936,0.020651,0.002647,-0.980460,0.049479,0.033049,-0.877915,0.084202,0.030869,-0.758016,0.108993
L,0.000000,0.000000,0.000000,0.205763,-0.180163,-0.055031,0.347940,-0.428380,-0.094543,0.532441,-0.605044,-0.123575,0.689372,-0.636340,-0.151384,0.229226,-0.928426,-0.094918,0.295836,-1.397562,-0.102443,0.323126,-1.678645,-0.109508,0.341623,-1.897373,-0.115811,0.081832,-0.994979,-0.057623,0.195895,-1.139349,-0.035743,0.228772,-1.005996,-0.003218,0.225651,-0.851850,0.013675,-0.024877,-0.945931,-0.017381,0.089046,-1.045331,0.007303,0.118753,-0.921454,0.034259,0.109446,-0.772726,0.045214,-0.096183,-0.879150,0.018147,0.003069,-0.954272,0.049344,0.030974,-0.845532,0.081648,0.028256,-0.719601,0.104282
L,0.000000,0.000000,0.000000,0.207781,-0.178796,-0.043015,0.355072,-0.436369,-0.076560,0.537324,-0.617188,-0.102595,0.688580,-0.642199,-0.127903,0.230596,-0.921886,-0.088628,0.292677,-1.392898,-0.100971,0.321506,-1.676021,-0.111455,0.341213,-1.896545,-0.119817,0.086600,-0.994480,-0.059247,0.194230,-1.129813,-0.046386,0.222277,-0.993951,-0.016810,0.213845,-0.846244,-0.000414,-0.018180,-0.951157,-0.026030,0.087818,-1.037842,-0.008881,0.114935,-0.916213,0.019284,0.102207,-0.772176,0.032598,-0.090313,-0.887141,0.003459,0.004245,-0.949751,0.030918,0.027887,-0.841758,0.065295,0.019862,-0.718731,0.090207
L,0.000000,0.000000,0.000000,0.201728,-0.179607,-0.055101,0.344371,-0.436255,-0.092786,0.528917,-0.614114,-0.119776,0.681717,-0.640296,-0.145084,0.221474,-0.927105,-0.095078,0.285493,-1.398469,-0.105175,0.314912,-1.683591,-0.114117,0.334129,-1.905636,-0.121150,0.077904,-0.995327,-0.057054,0.189172,-1.143550,-0.040628,0.220241,-1.008752,-0.009138,0.213847,-0.859044,0.008999,-0.026410,-0.954085,-0.016231,0.082831,-1.057991,0.004058,0.110568,-0.933422,0.031552,0.097829,-0.789776,0.044501,-0.096662,-0.894574,0.020146,-0.002909,-0.971174,0.050115,0.020999,-0.864500,0.083676,0.013287,-0.744487,0.107774
L,0.000000,0.000000,0.000000,0.200842,-0.173453,-0.051323,0.347277,-0.427645,-0.088315,0.530198,-0.608226,-0.115778,0.685658,-0.638383,-0.142185,0.229551,-0.921038,-0.089396,0.293906,-1.390943,-0.101070,0.323086,-1.677515,-0.111495,0.342625,-1.899249,-0.118885,0.086905,-0.994815,-0.052819,0.184735,-1.133151,-0.036278,0.211933,-1.001905,-0.005291,0.206398,-0.852131,0.012860,-0.019805,-0.957631,-0.013512,0.079031,-1.052042,0.005669,0.105779,-0.930755,0.031993,0.095021,-0.787559,0.045087,-0.093346,-0.900983,0.021807,-0.004782,-0.967041,0.052333,0.019032,-0.860563,0.086461,0.013040,-0.741782,0.111593
L,0.000000,0.000000,0.000000,0.201023,-0.180464,-0.045122,0.342735,-0.433152,-0.081239,0.521057,-0.613586,-0.109115,0.675788,-0.650962,-0.135982,0.224122,-0.923158,-0.086094,0.287135,-1.391075,-0.096187,0.314656,-1.672831,-0.105248,0.332728,-1.892236,-0.111878,0.082240,-0.995141,-0.054135,0.185196,-1.140434,-0.035671,0.213918,-1.008619,-0.003928,0.208863,-0.858093,0.013721,-0.023465,-0.954888,-0.018796,0.083564,-1.052822,0.002270,0.109223,-0.929308,0.030619,0.097393,-0.783048,0.044037,-0.095175,-0.895882,0.012716,-0.000125,-0.974664,0.043660,0.024995,-0.867973,0.078895,0.020501,-0.746526,0.104356
L,0.000000,0.000000,0.000000,0.200367,-0.178092,-0.054514,0.343495,-0.430592,-0.090409,0.529735,-0.601473,-0.115156,0.682939,-0.629047,-0.138459,0.226540,-0.920271,-0.088458,0.291166,-1.389158,-0.094160,0.321220,-1.675664,-0.101532,0.341270,-1.899097,-0.107053,0.084253,-0.995334,-0.047031,0.194074,-1.134749,-0.021400,0.223678,-0.997293,0.013242,0.216946,-0.842050,0.032643,-0.021376,-0.959054,-0.003078,0.088352,-1.055529,0.023297,0.114334,-0.929097,0.049217,0.100872,-0.783996,0.060618,-0.093149,-0.906949,0.036756,0.003116,-0.981795,0.071964,0.027498,-0.875795,0.105642,0.021572,-0.756587,0.129017
L,0.000000,0.000000,0.000000,0.201126,-0.171737,-0.051255,0.346890,-0.424578,-0.087507,0.531977,-0.599067,-0.113322,0.688516,-0.634678,-0.137651,0.226152,-0.921220,-0.089328,0.292629,-1.397894,-0.096038,0.323636,-1.683201,-0.101751,0.342503,-1.905258,-0.105449,0.083450,-0.995235,-0.050424,0.191714,-1.148240,-0.027946,0.220074,-1.012194,0.006925,0.211496,-0.859305,0.027463,-0.023219,-0.960416,-0.008567,0.085113,-1.063226,0.015332,0.109720,-0.933795,0.042520,0.095546,-0.790726,0.055589,-0.096292,-0.907895,0.029684,-0.001124,-0.982848,0.065116,0.021115,-0.873338,0.100350,0.012523,-0.756748,0.125157
L,0.000000,0.000000,0.000000,0.206531,-0.175523,-0.051111,0.353434,-0.414779,-0.089495,0.540354,-0.584673,-0.119316,0.697736,-0.626042,-0.148304,0.235971,-0.922712,-0.086762,0.302852,-1.394869,-0.096857,0.332420,-1.680321,-0.105869,0.351604,-1.904514,-0.112834,0.089536,-0.994672,-0.051100,0.191718,-1.132898,-0.033277,0.216602,-0.993263,-0.001657,0.209010,-0.837628,0.015975,-0.018750,-0.951882,-0.012946,0.085312,-1.047451,0.007236,0.108875,-0.918242,0.034768,0.096349,-0.770972,0.047903,-0.091384,-0.891404,0.021040,-0.000848,-0.959192,0.052271,0.020727,-0.845640,0.086964,0.013724,-0.723172,0.111924
L,0.000000,0.000000,0.000000,0.203577,-0.176351,-0.052158,0.353384,-0.423567,-0.086912,0.539752,-0.588878,-0.111389,0.693536,-0.621169,-0.134576,0.237058,-0.917219,-0.083201,0.303507,-1.391038,-0.086188,0.332965,-1.673861,-0.090894,0.351071,-1.897570,-0.094702,0.096670,-0.994359,-0.043652,0.195016,-1.145265,-0.018516,0.220386,-1.013596,0.013011,0.214070,-0.858401,0.030629,-0.007135,-0.961741,-0.001086,0.093592,-1.059893,0.027544,0.115635,-0.929699,0.053080,0.102638,-0.786059,0.063991,-0.077168,-0.913411,0.037107,0.012250,-0.986746,0.075831,0.032039,-0.874944,0.110561,0.024879,-0.757051,0.134577
L,0.000000,0.000000,0.000000,0.199280,-0.180401,-0.048612,0.344826,-0.433347,-0.082329,0.528103,-0.602166,-0.107029,0.679375,-0.628942,-0.130571,0.228565,-0.922775,-0.077120,0.293056,-1.383263,-0.081672,0.321818,-1.663071,-0.088281,0.341194,-1.882572,-0.093667,0.087971,-0.995293,-0.040661,0.189766,-1.140131,-0.018050,0.217007,-1.007141,0.012867,0.212059,-0.854825,0.030290,-0.017073,-0.959082,-0.001426,0.084812,-1.066625,0.023826,0.109815,-0.940243,0.050126,0.098606,-0.794440,0.062192,-0.088543,-0.904734,0.033796,-0.000879,-0.985531,0.070091,0.024041,-0.881863,0.105229,0.019814,-0.765397,0.129814
L,0.000000,0.000000,0.000000,0.202256,-0.181898,-0.049201,0.343683,-0.430480,-0.085875,0.529915,-0.601495,-0.112952,0.687294,-0.631073,-0.139113,0.225636,-0.925990,-0.085819,0.293409,-1.402789,-0.090895,0.325827,-1.686328,-0.096676,0.347688,-1.908470,-0.101206,0.078702,-0.995779,-0.047220,0.180990,-1.149877,-0.020148,0.208164,-1.010739,0.015865,0.202328,-0.855987,0.035408,-0.031138,-0.953007,-0.005517,0.071111,-1.059925,0.024325,0.097654,-0.932247,0.052807,0.086420,-0.787118,0.064700,-0.106006,-0.891898,0.032472,-0.017984,-0.973216,0.072864,0.008757,-0.866306,0.109877,0.004466,-0.748035,0.134845
L,0.000000,0.000000,0.000000,0.202928,-0.182292,-0.042206,0.345646,-0.427685,-0.075922,0.528120,-0.599277,-0.102236,0.680083,-0.630041,-0.127780,0.226692,-0.926133,-0.077578,0.293499,-1.389793,-0.086756,0.324252,-1.673887,-0.096388,0.343649,-1.895807,-0.103285,0.081674,-0.995641,-0.045030,0.181671,-1.149531,-0.024751,0.209094,-1.011599,0.008374,0.202794,-0.856694,0.027039,-0.028304,-0.952939,-0.009464,0.072203,-1.067247,0.011395,0.098927,-0.942748,0.039664,0.087220,-0.795766,0.053604,-0.104401,-0.891994,0.023175,-0.018231,-0.984125,0.056542,0.009289,-0.881741,0.093970,0.005762,-0.763402,0.120537
L,0.000000,0.000000,0.000000,0.203982,-0.178999,-0.050282,0.346976,-0.426167,-0.086041,0.532493,-0.597176,-0.112122,0.686601,-0.624864,-0.137349,0.232350,-0.919937,-0.085320,0.298352,-1.388212,-0.092371,0.329596,-1.673044,-0.100328,0.350056,-1.896797,-0.106413,0.087659,-0.995038,-0.047058,0.185985,-1.138938,-0.024733,0.209088,-0.997423,0.008247,0.200173,-0.840947,0.026987,-0.021930,-0.958316,-0.005958,0.076646,-1.055113,0.019379,0.100029,-0.925977,0.046380,0.086761,-0.778709,0.058770,-0.097661,-0.905017,0.031198,-0.012642,-0.978012,0.067511,0.010559,-0.870416,0.102654,0.004980,-0.752252,0.127249
L,0.000000,0.000000,0.000000,0.198940,-0.178286,-0.050818,0.343962,-0.427429,-0.083765,0.523579,-0.597467,-0.106639,0.673198,-0.631054,-0.128539,0.228577,-0.922526,-0.081321,0.294267,-1.386851,-0.083977,0.324019,-1.664450,-0.089236,0.344484,-1.882968,-0.093772,0.087226,-0.995292,-0.042259,0.180772,-1.127769,-0.014506,0.203917,-0.994474,0.017466,0.198175,-0.846936,0.034028,-0.018661,-0.955596,-0.000372,0.077318,-1.042300,0.030944,0.099480,-0.915397,0.056618,0.087820,-0.777388,0.066152,-0.093580,-0.899293,0.037045,-0.008531,-0.964788,0.077290,0.011998,-0.855769,0.111599,0.006060,-0.740852,0.134526
L,0.000000,0.000000,0.000000,0.201692,-0.178051,-0.041072,0.346210,-0.422256,-0.071006,0.523417,-0.591170,-0.094071,0.672317,-0.622614,-0.117003,0.235538,-0.917704,-0.063795,0.297362,-1.370843,-0.060372,0.324631,-1.645944,-0.063072,0.342549,-1.862014,-0.067019,0.094883,-0.994997,-0.031273,0.180385,-1.117435,-0.000816,0.198971,-0.981037,0.028971,0.190742,-0.828366,0.044064,-0.013251,-0.957411,0.004502,0.074272,-1.038393,0.038661,0.094640,-0.911097,0.062893,0.083046,-0.772423,0.071018,-0.091243,-0.901960,0.036523,-0.014632,-0.961809,0.081281,0.005369,-0.854690,0.117224,-0.000156,-0.740583,0.140576
L,0.000000,0.000000,0.000000,0.202434,-0.178715,-0.041253,0.344892,-0.430307,-0.068555,0.523620,-0.595758,-0.087849,0.671397,-0.619312,-0.106509,0.229071,-0.922137,-0.063448,0.295426,-1.370930,-0.056991,0.325055,-1.641665,-0.057476,0.344065,-1.854618,-0.059833,0.087304,-0.995792,-0.027866,0.183635,-1.117229,0.007006,0.203439,-0.982076,0.039294,0.193734,-0.834548,0.055602,-0.018852,-0.955381,0.011167,0.080697,-1.031812,0.047669,0.101241,-0.901154,0.071263,0.086814,-0.760735,0.078892,-0.092586,-0.897682,0.046661,-0.007540,-0.955507,0.091176,0.013454,-0.846183,0.125263,0.006601,-0.729127,0.147489
L,0.000000,0.000000,0.000000,0.200804,-0.174992,-0.047394,0.343383,-0.427104,-0.076566,0.520993,-0.594955,-0.096544,0.668628,-0.617381,-0.115700,0.229506,-0.922150,-0.074808,0.296017,-1.370160,-0.073770,0.325494,-1.641187,-0.077422,0.345835,-1.852993,-0.081941,0.086966,-0.995490,-0.037900,0.182637,-1.105650,-0.007494,0.203039,-0.973204,0.024492,0.194696,-0.829542,0.040356,-0.019942,-0.951167,0.001868,0.076789,-1.021644,0.034223,0.099324,-0.895424,0.058927,0.087469,-0.759526,0.067414,-0.096039,-0.886705,0.037344,-0.013381,-0.934819,0.077636,0.008174,-0.830926,0.110900,0.002941,-0.720981,0.132791
L,0.000000,0.000000,0.000000,0.202014,-0.184260,-0.035009,0.340770,-0.440923,-0.063889,0.518680,-0.616002,-0.086885,0.668481,-0.641614,-0.109613,0.226138,-0.925751,-0.065877,0.287894,-1.378238,-0.068144,0.318667,-1.653321,-0.074772,0.339672,-1.867397,-0.080523,0.080258,-0.996133,-0.035732,0.172202,-1.127191,-0.006480,0.194336,-0.990647,0.028147,0.185096,-0.840641,0.046522,-0.032852,-0.949867,-0.002098,0.062100,-1.036579,0.029177,0.087094,-0.914419,0.057511,0.074753,-0.773330,0.069190,-0.113782,-0.883179,0.028609,-0.032409,-0.949338,0.070131,-0.006282,-0.847621,0.108232,-0.009958,-0.732446,0.133980
L,0.000000,0.000000,0.000000,0.200782,-0.181253,-0.039815,0.340551,-0.440674,-0.066523,0.520145,-0.614234,-0.085360,0.670355,-0.642706,-0.103881,0.225599,-0.928718,-0.062804,0.289906,-1.383776,-0.058627,0.319913,-1.658087,-0.061797,0.340893,-1.872603,-0.065799,0.083008,-0.996172,-0.027399,0.176433,-1.139118,0.006033,0.200400,-1.005528,0.039103,0.194914,-0.857981,0.056239,-0.026320,-0.954283,0.011327,0.067790,-1.053120,0.046625,0.093322,-0.928284,0.072113,0.082664,-0.786754,0.081271,-0.105259,-0.897064,0.046708,-0.022826,-0.973931,0.088705,0.004421,-0.871970,0.123426,0.002760,-0.758400,0.146649
L,0.000000,0.000000,0.000000,0.201363,-0.174159,-0.047523,0.351032,-0.434988,-0.079184,0.536478,-0.607031,-0.100999,0.688587,-0.647605,-0.121335,0.224535,-0.921525,-0.076537,0.291844,-1.384181,-0.079485,0.325615,-1.664609,-0.084902,0.346524,-1.886480,-0.088696,0.089949,-0.995215,-0.038152,0.198034,-1.149201,-0.013835,0.225732,-1.011721,0.019667,0.214911,-0.859187,0.039716,-0.009687,-0.964072,0.003070,0.097193,-1.071284,0.028189,0.119771,-0.936105,0.054802,0.102757,-0.794198,0.067831,-0.075405,-0.917933,0.040995,0.017837,-0.997060,0.078674,0.036759,-0.886682,0.115023,0.023727,-0.773942,0.140185
L,0.000000,0.000000,0.000000,0.192237,-0.169269,-0.056325,0.340808,-0.427470,-0.086179,0.526866,-0.596266,-0.101163,0.678705,-0.636566,-0.113718,0.224401,-0.914672,-0.090931,0.291060,-1.351644,-0.087587,0.319996,-1.617217,-0.088240,0.338065,-1.828847,-0.089348,0.096887,-0.994328,-0.043864,0.206924,-1.103894,-0.005972,0.235042,-0.972209,0.031810,0.227742,-0.830706,0.050649,0.004618,-0.959727,0.006384,0.112143,-1.030875,0.039581,0.134353,-0.899914,0.061418,0.119964,-0.766910,0.068374,-0.055556,-0.909957,0.052913,0.035663,-0.961601,0.091723,0.055016,-0.854057,0.121415,0.045005,-0.745828,0.140563
L,0.000000,0.000000,0.000000,0.203493,-0.168941,-0.054358,0.350609,-0.430461,-0.086188,0.533197,-0.609753,-0.103750,0.689218,-0.655819,-0.118407,0.231285,-0.913143,-0.096382,0.298669,-1.373135,-0.100771,0.329517,-1.648400,-0.104800,0.348985,-1.867210,-0.106790,0.101874,-0.993551,-0.049789,0.219797,-1.151018,-0.016002,0.255257,-1.023162,0.025976,0.247538,-0.874627,0.048622,0.007860,-0.959856,-0.000128,0.122994,-1.065853,0.030834,0.149741,-0.942992,0.058176,0.133680,-0.807282,0.069148,-0.053996,-0.908805,0.046236,0.044121,-0.981653,0.085007,0.067738,-0.878715,0.118604,0.058164,-0.769221,0.140371
L,0.000000,0.000000,0.000000,0.201825,-0.159720,-0.067059,0.350249,-0.421961,-0.101926,0.531687,-0.603174,-0.119210,0.686082,-0.653574,-0.132230,0.230578,-0.909635,-0.114042,0.299585,-1.366990,-0.123875,0.329941,-1.642919,-0.128763,0.349556,-1.858834,-0.130182,0.106130,-0.992420,-0.061966,0.238360,-1.135983,-0.033586,0.277631,-1.012574,0.007442,0.272654,-0.870471,0.030520,0.018858,-0.962077,-0.007770,0.148811,-1.051397,0.016039,0.175222,-0.927899,0.039929,0.159446,-0.793630,0.050499,-0.036308,-0.914489,0.042228,0.071473,-0.972256,0.072665,0.093301,-0.867241,0.100166,0.083151,-0.757130,0.119272
L,0.000000,0.000000,0.000000,0.208591,-0.158953,-0.080791,0.357351,-0.419909,-0.121315,0.542885,-0.615266,-0.142776,0.706526,-0.674765,-0.159056,0.230568,-0.922631,-0.118090,0.307009,-1.379047,-0.124366,0.339751,-1.653948,-0.127206,0.358514,-1.873227,-0.129800,0.103021,-0.992597,-0.064321,0.245055,-1.130927,-0.044182,0.285762,-0.996295,-0.011231,0.277784,-0.851514,0.006903,0.017008,-0.953319,-0.009173,0.156688,-1.043492,0.008184,0.184496,-0.914578,0.029217,0.167467,-0.780475,0.038506,-0.034402,-0.904088,0.040126,0.082983,-0.969598,0.062753,0.105696,-0.855658,0.086585,0.095697,-0.735841,0.104113
L,0.000000,0.000000,0.000000,0.211010,-0.153025,-0.068426,0.363358,-0.413333,-0.103137,0.545963,-0.608329,-0.120931,0.704070,-0.660260,-0.133899,0.244689,-0.913730,-0.105070,0.315071,-1.370384,-0.111576,0.346537,-1.643979,-0.116355,0.367836,-1.856424,-0.119412,0.116091,-0.991755,-0.054268,0.250325,-1.137864,-0.026200,0.292379,-1.014691,0.010815,0.287872,-0.869389,0.029853,0.026811,-0.955154,-0.001876,0.161564,-1.049918,0.021033,0.193045,-0.933271,0.043357,0.179511,-0.797861,0.052072,-0.029849,-0.903792,0.045809,0.084338,-0.972354,0.073692,0.112959,-0.869528,0.099766,0.108733,-0.752949,0.117584
