label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193
Z,0.000000,0.000000,0.000000,-0.279430,-0.232569,-0.025241,-0.455949,-0.635662,-0.032918,-0.507035,-1.057476,-0.067636,-0.446924,-1.395416,-0.087614,-0.207459,-0.996436,0.119566,-0.304301,-1.305809,-0.005927,-0.302120,-0.979355,-0.081839,-0.245983,-0.757026,-0.107347,-0.080001,-0.993141,0.085265,-0.184745,-1.354496,-0.054141,-0.180538,-0.875658,-0.095106,-0.104290,-0.646730,-0.075158,0.067441,-0.990303,0.025426,-0.035404,-1.364865,-0.114006,-0.052527,-0.867019,-0.069578,0.011465,-0.614458,0.014192,0.240567,-0.949412,-0.038875,0.142951,-1.323374,-0.110277,0.093386,-1.014229,-0.054184,0.128392,-0.793063,0.019792,0.000000,0.000000,0.000000,-0.240423,-0.239708,-0.031976,-0.401604,-0.656687,-0.039743,-0.453913,-1.066234,-0.069043,-0.388091,-1.380648,-0.083165,-0.204836,-0.985481,0.105614,-0.283030,-1.261792,0.000683,-0.269690,-0.952194,-0.058154,-0.204758,-0.773393,-0.079400,-0.076133,-0.994055,0.077835,-0.159854,-1.304723,-0.039213,-0.148423,-0.876947,-0.063091,-0.076068,-0.704558,-0.039586,0.072254,-0.982908,0.025347,-0.009903,-1.300340,-0.095004,-0.019660,-0.870441,-0.045578,0.033651,-0.673032,0.032462,0.239215,-0.924751,-0.032678,0.157770,-1.260833,-0.091023,0.114477,-0.983315,-0.035702,0.138784,-0.793372,0.030993,0.000000,0.000000,0.000000,-0.240869,-0.249896,-0.034891,-0.398616,-0.681795,-0.041843,-0.432967,-1.097252,-0.068974,-0.343918,-1.390511,-0.081864,-0.202276,-0.997781,0.106094,-0.273088,-1.262169,0.001897,-0.261569,-0.970670,-0.056688,-0.206171,-0.810390,-0.076912,-0.076027,-0.994046,0.078052,-0.144537,-1.328067,-0.043555,-0.139001,-0.898483,-0.070320,-0.078366,-0.705999,-0.043738,0.067061,-0.962823,0.025553,0.000600,-1.259998,-0.101218,-0.015550,-0.833201,-0.056077,0.027447,-0.629403,0.024257,0.226702,-0.881070,-0.031739,0.156693,-1.210154,-0.088243,0.111740,-0.942143,-0.031032,0.131621,-0.757612,0.038134,0.740950,0.918925,0.000000,2.765225,2.342544
Z,0.000000,0.000000,0.000000,-0.291009,-0.212638,-0.006794,-0.473643,-0.591709,-0.003752,-0.534812,-1.008113,-0.031934,-0.488454,-1.351154,-0.048148,-0.242790,-0.951994,0.157699,-0.347663,-1.240814,0.045617,-0.336681,-0.958393,-0.027269,-0.270994,-0.746733,-0.051961,-0.120127,-0.985782,0.117488,-0.235358,-1.341475,-0.013192,-0.216393,-0.882626,-0.058641,-0.126741,-0.647898,-0.041204,0.026829,-1.016484,0.052942,-0.086555,-1.360491,-0.079710,-0.083478,-0.881503,-0.044147,-0.003945,-0.634847,0.033211,0.203309,-1.002484,-0.014363,0.098499,-1.367351,-0.079850,0.061142,-1.058833,-0.024786,0.109419,-0.839276,0.047484,0.000000,0.000000,0.000000,-0.242332,-0.222167,-0.039885,-0.413452,-0.621015,-0.049678,-0.474563,-1.023140,-0.080208,-0.409578,-1.351887,-0.095263,-0.217727,-0.974698,0.114488,-0.296177,-1.244808,0.002633,-0.284541,-0.940164,-0.066247,-0.223700,-0.763964,-0.092815,-0.093187,-0.991446,0.091386,-0.180813,-1.306963,-0.032570,-0.168331,-0.878288,-0.067031,-0.092970,-0.687634,-0.048059,0.055983,-0.993072,0.041436,-0.033963,-1.309741,-0.085875,-0.041291,-0.878024,-0.050205,0.021514,-0.661745,0.022318,0.229122,-0.954267,-0.014576,0.133939,-1.273548,-0.081315,0.094470,-0.995198,-0.037971,0.130166,-0.798707,0.022967,0.000000,0.000000,0.000000,-0.247562,-0.233027,-0.031109,-0.415624,-0.644095,-0.036898,-0.467600,-1.052729,-0.065026,-0.398170,-1.362288,-0.075794,-0.213030,-0.992940,0.112270,-0.305248,-1.281073,0.001405,-0.292231,-0.963643,-0.061908,-0.233323,-0.779553,-0.082543,-0.087011,-0.992545,0.085343,-0.180278,-1.308540,-0.038055,-0.161947,-0.871835,-0.068444,-0.091650,-0.684304,-0.046496,0.056748,-0.975270,0.033161,-0.031358,-1.294521,-0.090371,-0.036106,-0.851056,-0.043397,0.021397,-0.639624,0.036201,0.221834,-0.913781,-0.024346,0.135049,-1.255818,-0.079081,0.091248,-0.981373,-0.023457,0.118645,-0.792334,0.044324,0.630961,0.988251,-0.000000,2.582173,2.202281
Z,0.000000,0.000000,0.000000,-0.294768,-0.263958,0.015810,-0.468593,-0.627537,0.026800,-0.520582,-1.047195,0.003243,-0.473185,-1.387274,-0.008700,-0.211763,-0.958698,0.178698,-0.318093,-1.256313,0.074241,-0.322609,-0.999975,-0.000088,-0.268312,-0.787324,-0.028379,-0.093777,-0.987048,0.130165,-0.214013,-1.368099,-0.000286,-0.205314,-0.911578,-0.053126,-0.121177,-0.661333,-0.042759,0.049639,-1.009180,0.060959,-0.069697,-1.378747,-0.063806,-0.074120,-0.905767,-0.026482,0.004133,-0.647259,0.049233,0.227056,-0.982485,-0.009437,0.126707,-1.379659,-0.064631,0.077719,-1.086087,-0.003275,0.121170,-0.863731,0.070793,0.000000,0.000000,0.000000,-0.231388,-0.238315,-0.034368,-0.389031,-0.645180,-0.047097,-0.432966,-1.034967,-0.083353,-0.366060,-1.363569,-0.104717,-0.167352,-0.988159,0.111222,-0.264665,-1.244653,-0.008140,-0.260403,-0.934828,-0.077080,-0.190492,-0.764766,-0.103015,-0.046413,-0.995770,0.079299,-0.152021,-1.314514,-0.057571,-0.147577,-0.878842,-0.090841,-0.063622,-0.698159,-0.067652,0.097148,-0.987825,0.020349,-0.010633,-1.317994,-0.118984,-0.021824,-0.869696,-0.075594,0.049928,-0.669932,0.004826,0.265842,-0.935602,-0.044288,0.159259,-1.276336,-0.118341,0.115727,-0.986822,-0.069571,0.155477,-0.791439,-0.002945,0.000000,0.000000,0.000000,-0.249365,-0.246184,-0.029064,-0.413851,-0.666101,-0.035496,-0.457889,-1.081252,-0.064126,-0.372490,-1.378790,-0.077993,-0.213256,-0.993802,0.108862,-0.294262,-1.277826,0.002078,-0.276862,-0.968563,-0.058819,-0.218488,-0.808401,-0.080430,-0.084873,-0.993291,0.078552,-0.165846,-1.325418,-0.042716,-0.149441,-0.888817,-0.070070,-0.085703,-0.702498,-0.045096,0.060464,-0.970992,0.024007,-0.020914,-1.288845,-0.099781,-0.027836,-0.848967,-0.053256,0.021961,-0.642462,0.026826,0.226189,-0.898453,-0.035221,0.139762,-1.240135,-0.091880,0.097832,-0.963513,-0.035767,0.123449,-0.771692,0.032661,0.759228,1.214341,-0.000000,2.733950,1.908983
Z,0.000000,0.000000,0.000000,-0.299511,-0.232306,-0.009536,-0.474627,-0.630912,-0.001879,-0.525656,-1.063008,-0.025461,-0.469334,-1.396536,-0.039919,-0.227590,-0.959329,0.166655,-0.291367,-1.258343,0.068702,-0.300401,-0.997371,-0.000251,-0.265343,-0.768611,-0.026292,-0.094182,-0.987387,0.127262,-0.173399,-1.360271,0.010017,-0.177826,-0.901925,-0.038790,-0.115513,-0.633485,-0.025984,0.063959,-0.990703,0.064422,-0.018458,-1.354360,-0.062734,-0.038550,-0.874481,-0.029904,0.012606,-0.590575,0.045447,0.246654,-0.941569,-0.000699,0.166424,-1.306946,-0.065413,0.114436,-1.010252,-0.011023,0.139621,-0.780331,0.060254,0.000000,0.000000,0.000000,-0.264526,-0.229719,-0.021836,-0.436911,-0.644293,-0.011338,-0.495320,-1.069905,-0.025715,-0.418653,-1.368904,-0.029463,-0.260600,-0.952362,0.158568,-0.291750,-1.209361,0.069151,-0.289906,-0.944080,0.011749,-0.256867,-0.783575,-0.009420,-0.118288,-0.984920,0.126254,-0.164093,-1.313574,0.021688,-0.165031,-0.887169,-0.006428,-0.116946,-0.680289,0.020153,0.039619,-0.976488,0.067071,-0.013030,-1.281074,-0.047885,-0.028978,-0.865682,-0.011405,0.007663,-0.655731,0.063643,0.221731,-0.908834,0.003752,0.157515,-1.223135,-0.042457,0.118337,-0.956852,0.013261,0.137101,-0.784387,0.080356,0.000000,0.000000,0.000000,-0.256251,-0.276610,-0.054338,-0.396715,-0.633385,-0.060627,-0.444525,-1.069495,-0.080880,-0.359921,-1.372135,-0.076969,-0.319337,-0.954516,0.156113,-0.330640,-1.236956,0.059260,-0.293583,-0.965430,0.000131,-0.275538,-0.822856,-0.018068,-0.178827,-0.972226,0.150992,-0.192401,-1.255638,0.045920,-0.161002,-0.851172,0.017299,-0.157563,-0.714118,0.037885,-0.038386,-0.930056,0.114634,-0.032396,-1.198467,-0.000076,-0.036457,-0.807450,0.034952,-0.043167,-0.641089,0.104372,0.119277,-0.843726,0.071697,0.116010,-1.115183,0.033819,0.084945,-0.874426,0.084520,0.062222,-0.743845,0.145028,1.150944,1.292763,0.000001,4.500325,2.600036
Z,0.000000,0.000000,0.000000,-0.290364,-0.272448,0.038463,-0.458000,-0.625420,0.056518,-0.510323,-1.044778,0.037531,-0.440507,-1.363148,0.034619,-0.169579,-0.969493,0.188536,-0.299733,-1.280150,0.071034,-0.309945,-0.982459,-0.011281,-0.243219,-0.763170,-0.042848,-0.055339,-0.988917,0.137773,-0.192620,-1.387571,-0.005020,-0.192776,-0.897052,-0.056265,-0.101325,-0.666642,-0.042874,0.086798,-1.021408,0.068033,-0.050723,-1.414283,-0.055690,-0.067033,-0.914230,-0.007722,0.027341,-0.669020,0.075106,0.265536,-1.008557,-0.001752,0.153256,-1.412051,-0.051397,0.098515,-1.110271,0.012090,0.158395,-0.904809,0.087931,0.000000,0.000000,0.000000,-0.251998,-0.222416,-0.035105,-0.424565,-0.620903,-0.039744,-0.481599,-1.015814,-0.065160,-0.429902,-1.331383,-0.077048,-0.227809,-0.970797,0.110173,-0.290711,-1.227636,0.012904,-0.299768,-0.935153,-0.043735,-0.263811,-0.760549,-0.064630,-0.098537,-0.991591,0.083886,-0.176727,-1.299414,-0.028155,-0.185486,-0.877890,-0.056520,-0.127359,-0.690310,-0.035821,0.054419,-0.991691,0.032836,-0.031694,-1.288174,-0.089854,-0.049625,-0.861086,-0.053980,0.003740,-0.649041,0.016686,0.227889,-0.947234,-0.023268,0.142330,-1.260262,-0.086592,0.099421,-0.990237,-0.040095,0.132313,-0.806340,0.021187,0.000000,0.000000,0.000000,-0.210722,-0.233515,-0.053296,-0.353188,-0.685954,-0.070883,-0.392771,-1.098506,-0.102621,-0.298742,-1.363060,-0.114614,-0.191390,-1.004746,0.063539,-0.238465,-1.310056,-0.045034,-0.230713,-0.980233,-0.095250,-0.197575,-0.827140,-0.110421,-0.061972,-0.996938,0.047686,-0.112221,-1.286375,-0.059032,-0.116752,-0.871225,-0.064189,-0.079344,-0.749017,-0.032897,0.077511,-0.952440,0.005561,0.031604,-1.219938,-0.107222,0.002252,-0.814382,-0.048619,0.026640,-0.660730,0.030425,0.226913,-0.865890,-0.043893,0.179181,-1.147594,-0.092423,0.130418,-0.895250,-0.035128,0.138670,-0.746954,0.028499,1.511260,2.484500,-0.000000,5.706110,1.962189
Z,0.000000,0.000000,0.000000,-0.276057,-0.262022,0.018553,-0.442659,-0.616899,0.033449,-0.493228,-1.028144,0.019607,-0.403833,-1.312935,0.025307,-0.175800,-0.981234,0.157365,-0.294561,-1.272819,0.050970,-0.298004,-0.960586,-0.018830,-0.234590,-0.759741,-0.045561,-0.053652,-0.991356,0.119727,-0.169058,-1.351454,-0.004729,-0.172390,-0.875743,-0.040865,-0.096798,-0.667963,-0.022855,0.086838,-0.995093,0.063233,-0.023798,-1.351750,-0.049722,-0.047893,-0.871537,0.006092,0.028110,-0.640776,0.089200,0.258533,-0.942254,0.005151,0.170463,-1.321195,-0.039993,0.108008,-1.022350,0.025277,0.148160,-0.817955,0.099655,0.000000,0.000000,0.000000,-0.236020,-0.268931,-0.015675,-0.384437,-0.667578,-0.014871,-0.436073,-1.039706,-0.037716,-0.388649,-1.324595,-0.045753,-0.183105,-0.993584,0.109937,-0.256653,-1.266372,0.021591,-0.261952,-0.954823,-0.019481,-0.222602,-0.778200,-0.028501,-0.061428,-0.995228,0.075813,-0.142711,-1.295149,-0.016463,-0.149590,-0.883212,-0.024563,-0.091559,-0.719357,0.002967,0.081094,-0.976019,0.018521,-0.004087,-1.285832,-0.081537,-0.025116,-0.874319,-0.031777,0.025638,-0.674474,0.039013,0.250969,-0.914653,-0.043492,0.164509,-1.255004,-0.089714,0.115638,-0.984743,-0.034723,0.137807,-0.793985,0.027361,0.000000,0.000000,0.000000,-0.231792,-0.234285,-0.051586,-0.381191,-0.660937,-0.068732,-0.427968,-1.063038,-0.102318,-0.359454,-1.362623,-0.119633,-0.234744,-0.986645,0.080496,-0.285793,-1.267306,-0.024500,-0.269529,-0.969275,-0.077047,-0.228742,-0.814668,-0.093161,-0.102712,-0.992819,0.061323,-0.151545,-1.289997,-0.050478,-0.145303,-0.871323,-0.066677,-0.104483,-0.713821,-0.038351,0.042283,-0.964004,0.016230,0.000335,-1.234207,-0.103720,-0.019699,-0.826700,-0.055836,0.005798,-0.642759,0.021538,0.200781,-0.890721,-0.035053,0.149382,-1.183264,-0.088051,0.106084,-0.929685,-0.033256,0.111900,-0.761215,0.031706,1.089113,1.795087,0.000000,4.193701,1.997338
Z,0.000000,0.000000,0.000000,-0.289647,-0.274377,0.030091,-0.460797,-0.617080,0.038902,-0.511743,-1.045615,0.013537,-0.421801,-1.362310,0.007604,-0.168006,-0.971287,0.162295,-0.314132,-1.296464,0.033872,-0.321659,-0.990822,-0.052697,-0.248010,-0.780981,-0.086481,-0.052156,-0.991753,0.117074,-0.199766,-1.387883,-0.029379,-0.199407,-0.897064,-0.074320,-0.105159,-0.688697,-0.058040,0.088614,-1.027457,0.052506,-0.052887,-1.428738,-0.071171,-0.073707,-0.927037,-0.014779,0.025336,-0.689606,0.072171,0.267666,-1.013700,-0.013463,0.155019,-1.418669,-0.062540,0.095812,-1.117164,0.002803,0.158169,-0.914057,0.079590,0.000000,0.000000,0.000000,-0.218615,-0.322974,0.022241,-0.333705,-0.715629,0.038367,-0.365557,-1.037702,0.021796,-0.342930,-1.309560,0.015559,-0.140163,-1.004496,0.141659,-0.219431,-1.300870,0.048195,-0.246347,-1.000440,-0.003436,-0.222263,-0.822955,-0.016613,-0.031486,-0.995319,0.091374,-0.119923,-1.321842,-0.007645,-0.148200,-0.919654,-0.027010,-0.092648,-0.741441,-0.002962,0.103751,-0.980046,0.021085,0.006497,-1.323455,-0.072240,-0.030704,-0.913970,-0.030158,0.020662,-0.714188,0.036355,0.269106,-0.922275,-0.051478,0.177102,-1.273877,-0.086930,0.116392,-1.011364,-0.030200,0.139657,-0.822964,0.034092,0.000000,0.000000,0.000000,-0.210986,-0.253337,-0.056364,-0.353754,-0.680887,-0.078836,-0.393413,-1.078389,-0.115922,-0.299110,-1.361749,-0.135163,-0.190612,-1.008941,0.069504,-0.235557,-1.293033,-0.042458,-0.225962,-0.984809,-0.101153,-0.192807,-0.817631,-0.120245,-0.058145,-0.996801,0.054835,-0.104411,-1.268661,-0.057114,-0.106692,-0.867251,-0.075038,-0.072254,-0.717053,-0.051222,0.083147,-0.947857,0.013696,0.039986,-1.205998,-0.105176,0.011542,-0.811804,-0.058302,0.032207,-0.631472,0.015731,0.233942,-0.854855,-0.034128,0.186020,-1.142880,-0.088155,0.137138,-0.895925,-0.036332,0.140141,-0.727789,0.025662,1.637120,2.040492,0.000000,6.366467,2.433609
Z,0.000000,0.000000,0.000000,-0.286483,-0.256159,0.002303,-0.456323,-0.654214,0.010383,-0.501170,-1.078078,-0.018211,-0.442133,-1.426208,-0.038930,-0.183063,-0.967345,0.179245,-0.279850,-1.258604,0.064267,-0.299052,-1.003620,-0.021766,-0.247241,-0.778628,-0.057120,-0.052808,-0.990141,0.129740,-0.166203,-1.393377,-0.008566,-0.183192,-0.945643,-0.073275,-0.100486,-0.662933,-0.068411,0.107794,-1.006987,0.056299,-0.006173,-1.415231,-0.086084,-0.037151,-0.924207,-0.064567,0.033438,-0.618385,0.006634,0.296209,-0.984566,-0.018792,0.192971,-1.384129,-0.096176,0.128652,-1.084239,-0.048694,0.165072,-0.828866,0.020741,0.000000,0.000000,0.000000,-0.220594,-0.259559,-0.031482,-0.359456,-0.659715,-0.038878,-0.404364,-1.033276,-0.071293,-0.337140,-1.341468,-0.089346,-0.114104,-0.997099,0.127143,-0.192976,-1.261100,0.024334,-0.224928,-0.984310,-0.040391,-0.188137,-0.796339,-0.064698,-0.002036,-0.995239,0.097444,-0.091798,-1.324596,-0.024841,-0.122114,-0.918767,-0.062230,-0.058101,-0.708617,-0.044142,0.139992,-0.976723,0.041660,0.046221,-1.318944,-0.079267,0.004584,-0.907477,-0.047806,0.065162,-0.687701,0.020774,0.308740,-0.915389,-0.020703,0.223666,-1.267480,-0.078781,0.151931,-1.027842,-0.036211,0.175517,-0.838147,0.022140,0.000000,0.000000,0.000000,-0.235206,-0.234400,-0.038408,-0.392752,-0.661038,-0.046749,-0.428193,-1.074381,-0.074589,-0.354922,-1.374375,-0.085469,-0.200691,-0.997639,0.091560,-0.278543,-1.288363,-0.020213,-0.271284,-0.981758,-0.077957,-0.222329,-0.802329,-0.094305,-0.073382,-0.995063,0.066818,-0.153722,-1.318866,-0.056796,-0.144208,-0.891662,-0.079654,-0.083555,-0.703134,-0.052047,0.071450,-0.969089,0.016864,-0.002213,-1.277262,-0.110513,-0.016339,-0.845073,-0.062927,0.028860,-0.638216,0.018111,0.236322,-0.897022,-0.038298,0.165762,-1.239103,-0.096503,0.118414,-0.973826,-0.042686,0.135542,-0.786623,0.024086,0.772109,1.390152,-0.000001,3.152836,1.982689
Z,0.000000,0.000000,0.000000,-0.282399,-0.258113,0.001228,-0.450398,-0.654941,0.006230,-0.496981,-1.077888,-0.025670,-0.447437,-1.435122,-0.049233,-0.186318,-0.974727,0.176892,-0.285836,-1.292438,0.060799,-0.305056,-1.034479,-0.022106,-0.253358,-0.807850,-0.053377,-0.061211,-0.989868,0.128121,-0.177199,-1.411893,-0.009004,-0.193457,-0.966843,-0.068201,-0.111863,-0.689899,-0.057699,0.095711,-1.004587,0.054356,-0.023240,-1.437188,-0.085918,-0.051556,-0.957215,-0.064563,0.022038,-0.656052,0.007757,0.283718,-0.984934,-0.021455,0.166080,-1.400989,-0.096704,0.105540,-1.118636,-0.051642,0.145721,-0.869134,0.016627,0.000000,0.000000,0.000000,-0.219221,-0.246718,-0.030905,-0.363719,-0.646822,-0.039955,-0.409371,-1.014417,-0.072516,-0.353439,-1.334448,-0.091849,-0.154891,-0.989343,0.109912,-0.238676,-1.241095,-0.001570,-0.243803,-0.943359,-0.068025,-0.185521,-0.775330,-0.093442,-0.035144,-0.996222,0.079418,-0.125664,-1.306213,-0.046107,-0.135703,-0.887552,-0.078299,-0.063834,-0.703929,-0.057964,0.109921,-0.985541,0.023369,0.015597,-1.315141,-0.105338,-0.008972,-0.890302,-0.067249,0.053938,-0.685380,0.006294,0.279516,-0.929586,-0.037995,0.190336,-1.268117,-0.105453,0.137374,-1.002803,-0.060260,0.167571,-0.807127,0.001641,0.000000,0.000000,0.000000,-0.233832,-0.227943,-0.029058,-0.392049,-0.647863,-0.034582,-0.434408,-1.040945,-0.062292,-0.384591,-1.351258,-0.073027,-0.187575,-1.000940,0.099518,-0.281756,-1.271284,-0.012348,-0.268619,-0.955967,-0.070929,-0.208950,-0.781768,-0.088847,-0.067265,-0.995347,0.068985,-0.164094,-1.310653,-0.055871,-0.153414,-0.871660,-0.078316,-0.083939,-0.697677,-0.051009,0.070748,-0.971551,0.013627,-0.022370,-1.288889,-0.113381,-0.032917,-0.842445,-0.060145,0.023506,-0.648015,0.023424,0.229826,-0.904367,-0.046811,0.142103,-1.240857,-0.105890,0.097553,-0.964182,-0.048000,0.125588,-0.785014,0.021818,0.519172,1.098642,-0.000000,2.533717,2.085129
Z,0.000000,0.000000,0.000000,-0.294773,-0.224534,-0.011719,-0.473087,-0.599479,-0.010984,-0.540710,-1.011465,-0.039929,-0.519965,-1.359964,-0.057304,-0.260029,-0.955580,0.147951,-0.350335,-1.239913,0.040877,-0.334521,-0.959357,-0.032183,-0.279681,-0.747294,-0.059012,-0.134453,-0.984967,0.108458,-0.231049,-1.338889,-0.014649,-0.202947,-0.887486,-0.060776,-0.129153,-0.645779,-0.046747,0.014858,-0.999559,0.045862,-0.080975,-1.334969,-0.077878,-0.072797,-0.873582,-0.043403,-0.010154,-0.623344,0.030383,0.192152,-0.968265,-0.020027,0.104843,-1.325011,-0.075815,0.067687,-1.044103,-0.018990,0.098055,-0.833843,0.051755,0.000000,0.000000,0.000000,-0.232180,-0.231770,-0.039759,-0.388553,-0.648897,-0.048448,-0.448656,-1.048874,-0.078806,-0.397422,-1.379712,-0.096994,-0.180460,-0.980733,0.109642,-0.228528,-1.259866,0.012631,-0.260655,-0.996255,-0.046259,-0.238589,-0.796218,-0.068140,-0.056050,-0.994905,0.083797,-0.121436,-1.342046,-0.022985,-0.148865,-0.941164,-0.050260,-0.095501,-0.723271,-0.030034,0.094668,-0.974342,0.032138,0.021069,-1.321924,-0.083640,-0.014091,-0.923514,-0.048325,0.035919,-0.689053,0.020154,0.271037,-0.908825,-0.025859,0.191083,-1.270015,-0.084824,0.130361,-1.023193,-0.039720,0.149060,-0.812262,0.018639,0.000000,0.000000,0.000000,-0.232034,-0.258234,-0.042558,-0.379688,-0.683311,-0.051479,-0.419224,-1.080814,-0.078913,-0.339046,-1.366508,-0.091141,-0.223525,-0.994171,0.101441,-0.263488,-1.263347,-0.002322,-0.248553,-0.972328,-0.061537,-0.218454,-0.806936,-0.081398,-0.089581,-0.992717,0.080547,-0.129228,-1.272119,-0.029462,-0.124444,-0.876536,-0.055675,-0.093899,-0.701077,-0.033996,0.057223,-0.955056,0.033987,0.019449,-1.218490,-0.082295,-0.001202,-0.824343,-0.043074,0.016219,-0.621990,0.028538,0.216356,-0.870056,-0.018186,0.166804,-1.156483,-0.069992,0.123275,-0.907850,-0.019211,0.126097,-0.732720,0.043392,0.933864,1.403520,-0.000000,3.789565,2.247912
Swipe,0.000000,0.000000,0.000000,-0.181113,-0.711946,0.055994,-0.439785,-1.078175,0.056532,-0.728107,-1.300126,0.048369,-0.902782,-1.547974,0.031149,-0.836514,-0.844797,-0.047337,-1.308554,-0.827438,-0.092036,-1.582905,-0.788202,-0.112034,-1.804349,-0.739950,-0.124470,-0.898319,-0.426757,-0.104406,-1.421196,-0.450099,-0.190245,-1.741458,-0.452541,-0.232895,-1.991361,-0.470987,-0.250505,-0.892207,-0.001951,-0.145108,-1.357949,-0.072473,-0.207159,-1.652590,-0.139739,-0.220591,-1.882278,-0.220351,-0.220218,-0.825775,0.409052,-0.175202,-1.195729,0.306208,-0.205343,-1.394424,0.216392,-0.182540,-1.561255,0.101191,-0.154467,0.000000,0.000000,0.000000,-0.209082,-0.659464,0.061728,-0.490314,-1.020247,0.048146,-0.771329,-1.258612,0.020427,-0.959014,-1.515838,-0.024036,-0.809988,-0.875001,-0.096492,-1.291992,-0.846509,-0.175052,-1.566356,-0.814960,-0.213395,-1.780085,-0.778848,-0.234189,-0.851101,-0.494797,-0.175508,-1.394458,-0.505900,-0.271656,-1.719311,-0.495963,-0.320787,-1.960544,-0.495624,-0.346901,-0.835474,-0.080071,-0.238374,-1.329394,-0.114183,-0.313047,-1.627152,-0.145968,-0.335962,-1.852377,-0.196466,-0.345803,-0.768503,0.361190,-0.289389,-1.161587,0.281520,-0.346377,-1.376002,0.197939,-0.342432,-1.562863,0.096403,-0.328715,0.000000,0.000000,0.000000,-0.199714,-0.644423,0.044235,-0.522146,-1.072757,0.015090,-0.817588,-1.327628,-0.021207,-0.998501,-1.625975,-0.078006,-0.764469,-0.955494,-0.177199,-1.256718,-0.965826,-0.279277,-1.535255,-0.933735,-0.324507,-1.755969,-0.898817,-0.351949,-0.764877,-0.589185,-0.260430,-1.320858,-0.613899,-0.371804,-1.646220,-0.625647,-0.426464,-1.891265,-0.643972,-0.463668,-0.729083,-0.170471,-0.326524,-1.246095,-0.205957,-0.425729,-1.546847,-0.264300,-0.461474,-1.781480,-0.336453,-0.483979,-0.661674,0.285793,-0.379167,-1.057409,0.214210,-0.471382,-1.274710,0.123184,-0.490432,-1.471267,0.020772,-0.496126,1.793651,-0.015796,-0.000001,1.888488,1.052832
Swipe,0.000000,0.000000,0.000000,-0.149021,-0.690713,0.082902,-0.412281,-1.031059,0.119753,-0.681950,-1.241474,0.142714,-0.837824,-1.464044,0.161507,-0.828978,-0.841604,0.040417,-1.250859,-0.840033,0.029670,-1.491255,-0.809763,0.027674,-1.677764,-0.769832,0.025736,-0.898175,-0.439351,-0.015908,-1.363952,-0.436677,-0.069873,-1.642924,-0.416715,-0.094650,-1.857133,-0.411285,-0.099732,-0.898017,-0.047436,-0.059333,-1.319023,-0.080323,-0.099957,-1.564327,-0.126493,-0.105673,-1.756662,-0.178209,-0.098402,-0.833088,0.323846,-0.091626,-1.177414,0.270553,-0.104501,-1.355293,0.198079,-0.080552,-1.496147,0.097432,-0.051904,0.000000,0.000000,0.000000,-0.185169,-0.685855,0.062846,-0.463311,-1.026761,0.060369,-0.752768,-1.235139,0.046610,-0.922439,-1.496086,0.018876,-0.840060,-0.861446,-0.071879,-1.319568,-0.830944,-0.132640,-1.593444,-0.793400,-0.162225,-1.801259,-0.753342,-0.179834,-0.882641,-0.447358,-0.144277,-1.415077,-0.460948,-0.227005,-1.740639,-0.440503,-0.268329,-1.984643,-0.428161,-0.289363,-0.866469,-0.021416,-0.201253,-1.357126,-0.071117,-0.266033,-1.649254,-0.112312,-0.282619,-1.873179,-0.175957,-0.288941,-0.792310,0.413564,-0.246998,-1.176353,0.352716,-0.297511,-1.388156,0.256143,-0.292007,-1.571920,0.117325,-0.277841,0.000000,0.000000,0.000000,-0.206157,-0.690069,0.070246,-0.532691,-1.089971,0.060832,-0.826482,-1.327937,0.040740,-0.985916,-1.636238,0.001205,-0.749563,-0.968585,-0.148952,-1.244626,-0.981690,-0.238790,-1.530114,-0.948990,-0.271735,-1.752215,-0.897939,-0.288433,-0.768833,-0.595516,-0.232929,-1.328786,-0.627330,-0.332669,-1.661489,-0.628763,-0.369621,-1.909680,-0.628566,-0.390721,-0.749267,-0.187084,-0.297400,-1.264106,-0.245075,-0.378047,-1.561709,-0.284528,-0.395761,-1.788655,-0.330710,-0.404206,-0.692841,0.254808,-0.347849,-1.078926,0.190928,-0.419863,-1.300054,0.105402,-0.427523,-1.489726,0.003132,-0.423807,2.012352,-0.005919,-0.000000,2.096280,1.041701
